title,author
Michael Kohlhaas,Heinrich von Kleist
Baby And Child Care,Benjamin Spock
Poems Of Thomas Hardy,Thomas Hardy
The Last Chronicle of Barset,Anthony Trollope
Der Judenstaat,Theodor Herzl
Lost Horizon,James Hilton
The Narrative of Arthur Gordon Pym,Edgar Allan Poe
The Captive Mind,Czesław Miłosz
Summa Theologica,Thomas Aquinas
"I, Robot",Isaac Asimov
The Dispossessed,Ursula K. Le Guin
The Goldfinch,Donna Tartt
The Feminine Mystique,Betty Friedan
Castle Rackrent,Maria Edgeworth
The Road to Serfdom,Friedrich von Hayek
The Way We Live Now,Anthony Trollope
Tales of the City,Armistead Maupin
The Last Of The Just,André Schwarz-Bart
House of Leaves,Mark Z. Danielewski
A Moveable Feast,Ernest Hemingway
A Town Like Alice,Nevil Shute
Greguerias,Ramón Gómez de la Serna
Midaq Alley,Naguib Mahfouz
The Black Spider,Jeremias Gotthelf
The Pillow Book,Sei Shōnagon
Drunkard,Émile Zola
American Psycho,Bret Easton Ellis
Money,Martin Amis
The Decline and Fall of the Roman Empire,Edward Gibbon
Second Thoughts,Michel Butor
Economy and Society,Max Weber
Kaputt,Curzio Malaparte
The Evenings,Gerard Reve
Homo Faber,Max Frisch
Humboldt's Gift,Saul Bellow
Thaïs,Anatole France
The Cherry Orchard,Anton Chekhov
Possession,A. S. Byatt
The Ravishing of Lol Stein,Marguerite Duras
Cat's Cradle,Kurt Vonnegut
"Essays, First And Second Series",Ralph Waldo Emerson
Story of O,Pauline Reage
Herland,Charlotte Perkins Gilman
The Joy Luck Club,Amy Tan
Last Exit to Brooklyn,Hubert Selby
A Bend in the River,V. S. Naipaul
The Poems of Sappho,Sappho
Riders of the Purple Sage,Zane Grey
A Suitable Boy,Vikram Seth
Collected Poems of T.S. Eliot,T. S. Eliot
Heidi,Johanna Spyri
Wieland,Charles Brockden Brown
Arrow of God,Chinua Achebe
Lysistrata,Aristophanes
Reynard the Fox,Unknown
Utopia,Thomas More
Coming of Age in Samoa,Margaret Mead
Call to Arms,Lu Xun
Complete Poems of Giacomo Leopardi,Giacomo Leopardi
Narrative of the Life of Frederick Douglass,Frederick Douglass
Breakfast of Champions,Kurt Vonnegut
Pallieter,Felix Timmermans
She,H. Rider Haggard
Mythologies,Roland Barthes
Cane,Jean Toomer
The Revolt of the Masses,José Ortega y Gasset
The Yearling,Marjorie Kinnan Rawlings
The Lost Honour of Katharina Blum,Heinrich Böll
Regeneration,Pat Barker
The 120 Days of Sodom,Marquis de Sade
The Woman in the Dunes,Kobo Abé
A Fine Balance,Rohinton Mistry
Civilization and Its Discontents,Sigmund Freud
The Line of Beauty,Alan Hollinghurst
Rabbit at Rest,John Updike
A Tale of Love and Darkness,Amos Oz
Cat and Mouse,Günter Grass
Blonde,Joyce Carol Oates
The Seven Madmen,Roberto Arlt
Where I'm Calling From,Raymond Carver
Martin Eden,Jack London
The Sea Wall,Marguerite Duras
The Clouds,Aristophanes
A Study of History,Arnold J. Toynbee
Rameau's Nephew,Denis Diderot
Émile,Jean-Jacques Rousseau
High Fidelity,Nick Hornby
Indian Summer,Adalbert Stifter
The Piano Teacher,Elfriede Jelinek
The Diary of a Nobody,George Grossmith
The Day of the Triffids,John Wyndham
The Poisoned Chocolates Case,Anthony Berkeley
The World Of Yesterday,Stefan Zweig
Richard III,William Shakespeare
The New York Trilogy,Paul Auster
Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen
Hyperion,Friedrich Holderlin
Nada,Carmen Laforet
The Life of a Good-For-Nothing,Joseph von Eichendorff
Golem,Gustav Meyrink
The Plot Against America,Philip Roth
Trent's Last Case,E. C. Bentley
Journey to the Center of the Earth,Jules Verne
Under the Net,Iris Murdoch
The Darkroom Of Damocles,W.F. Hermans
Kindred,Octavia E. Butler
Cranford,Elizabeth Gaskell
The Hour of the Star,Clarice Lispector
Little House on the Prairie,Laura Ingalls Wilder
Bastard Out of Carolina,Dorothy Allison
Three Men in a Boat,Jerome K. Jerome
Paroles,Jacques Prévert
Tobacco Road,Erskine Caldwell
Outlander,Diana Gabaldon
A Tomb for Boris Davidovich,Danilo Kiš
The Bacchae,Euripides
A Vindication of the Rights of Woman,Mary Wollstonecraft
Storm of Steel,Ernst Jünger
The Orlando Furioso,Lodovico Ariosto
The Rings of Saturn,W. G. Sebald
The Burning Plain and Other Stories,Juan Rulfo
Deliverance,James Dickey
Rogue Male,Geoffrey Household
The Outsiders,S. E. Hinton
All the Pretty Horses,Cormac McCarthy
"Tinker, Tailor, Soldier, Spy",John le Carré
The Poems Of Gerard Manley Hopkins,Gerald Manley Hopkins
My Struggle,Karl Ove Knausgård
Malice Aforethought,Francis Iles
News from Nowhere,William Morris
A Study In Scarlet,Arthur Conan Doyle
The Reader,Bernhard Schlink
Neuromancer,William Gibson
God's Bits of Wood,Ousmane Sembène
Joseph Andrews,Henry Fielding
The House by the Medlar Tree,Giovanni Verga
A Sentimental Journey Through France and Italy,Laurence Sterne
"Julie, or the New Heloise",Jean-Jacques Rousseau
The Protestant Ethic and the Spirit of Capitalism,Max Weber
Dombey and Son,Charles Dickens
The Phantom of the Opera,Gaston Leroux
A Princess Of Mars,Edgar Rice Burroughs
Conversation in the Cathedral,Mario Vargas Llosa
The Underground Railroad,Colson Whitehead
Henry James,Leon Edel
The Gift,Vladimir Nabokov
The Theory of the Leisure Class,Thorstein Veblen
Gone Girl,Gillian Flynn
Collected Essays of George Orwell,George Orwell
Our Lady of the Flowers,Jean Genet
Red Dragon,Thomas Harris
Professor Unrat,Heinrich Mann
The Poems of John Keats,John Keats
Moravagine,Blaise Cendrars
Mythology,Edith Hamilton
The Tale of Peter Rabbit,Beatrix Potter
The Little World Of Don Camillo,Giovanni Guareschi
Poems Of C. P. Cavafy,C. P. Cavafy
The Blind Owl,Ṣādiq Hidāyat
Kalīla wa-Dimna,Unknown
Justine,Lawrence Durrell
Letters from a Stoic,Seneca
The Discovery of Heaven,Harry Mulisch
Some Prefer Nettles,Junichiro Tanizaki
Zuleika Dobson,Max Beerbohm
Harriet the Spy,Louise Fitzhugh
A Thousand Acres,Jane Smiley
The Manchurian Candidate,Richard Condon
Woodcutters,Thomas Bernhard
The Diary of a Country Priest,Georges Bernanos
The Judge and His Hangman,Friedrich Dürrenmatt
Tartuffe,Molière
The Book of Daniel,E. L. Doctorow
The Ipcress File,Len Deighton
Saturday Night and Sunday Morning,Alan Sillitoe
The Warmth Of Other Suns,Isabel Wilkerson
Chevengur,Andrey Platonov
Schindler's List,Thomas Keneally
2001,Arthur C. Clarke
The Temple of the Golden Pavilion,Yukio Mishima
The Worst Journey in the World,Apsley Cherry-Garrard
Smilla's Sense of Snow,Peter Høeg
The German Lesson,Siegfried Lenz
The History Of Henry Esmond,William Makepeace Thackeray
Upanishads,Unknown
Works and Days,Hesiod
Franny and Zooey,J. D. Salinger
The Vegetarian,Han Kang
First Love,Ivan Turgenev
The Kalevala,Elias Lönnrot
Fantômas,Marcel Allain
"The Manor, The Estate, The Family Moskat",Isaac Bashevis Singer
"If Not Now, When?",Primo Levi
The Story of Art,Ernest H. Gombrich
La Bête humaine,Émile Zola
The Midwich Cuckoos,John Wyndham
The Poisonwood Bible,Barbara Kingsolver
Transit,Anna Seghers
Treatise on Radioactivity,Marie Curie
Electra,Sophocles
Confessions of a Mask,Yukio Mishima
The Group,Mary McCarthy
Gösta Berling's Saga,Selma Lagerlöf
Uncle Vanya,Anton Chekhov
"Gabriela, Clove and Cinnamon",Jorge Amado
Fear of Flying,Erica Jong
Pygmalion,George Bernard Shaw
Cider with Rosie,Laurie Lee
Stoner,John Williams
Rosemary's Baby,Ira Levin
Home and the World,Rabindranath Tagore
The Egoist,George Meredith
Mother Courage and Her Children,Bertolt Brecht
Shahnameh,Ferdowsi
The Kreutzer Sonata,Leo Tolstoy
The War of the End of the World,Mario Vargas Llosa
Love Story,Eric Segal
The Lottery and Other Stories,Shirley Jackson
The Book of the New Sun,Gene Wolfe
The Case of Sergeant Grischa,Arnold Zweig
The Hothouse,Wolfgang Koeppen
Mc Teague,Frank Norris
Green Mansions,W. H. Hudson
The Chill,Ross Macdonald
Macunaíma,Mario de Andrade
Life of Pi,Yann Martel
Othello,William Shakespeare
Justine,Marquis de Sade
Bel Canto,Ann Patchett
The Complete Poetry and Prose of William Blake,William Blake
In The Heart Of The Seas,Shmuel Yosef Agnon
It,Stephen King
Birdsong,Sebastian Faulks
Up from Slavery,Booker T. Washington
Burger's Daughter,Nadine Gordimer
The Kon-Tiki Expedition,Thor Heyerdahl
Lives of Girls and Women,Alice Munro
The Christmas Oratorio,Göran Tunström
Romance of the Three Kingdoms,Guanzhong Luo
On War,Carl Von Clausewitz
Birds of America,Lorrie Moore
The Book of Laughter and Forgetting,Milan Kundera
Harry Potter And The Prisoner Of Azkaban,J. K. Rowling
Seven Years in Tibet,Heinrich Harrer
Fanny Hill,John Cleland
Ashes and Diamonds,Jerzy Andrzejewski
Le Diable au corps,Raymond Radiguet
A Ghost at Noon,Alberto Moravia
The Neverending Story,Michael Ende
Hadrian the Seventh,Frederick Rolfe
Miss Lonelyhearts,Nathanael West
The Unquiet Grave,Cyril Connolly
I Ching,China
Tevye The Dairyman And The Railroad Stories,Sholem Aleichem
Andersonville,MacKinlay Kantor
Blindness,José Saramago
Misery,Stephen King
The Water Margin,Shi Naian
The Tunnel,Ernesto Sábato
The Periodic Table,Primo Levi
Master and Commander,Patrick O'Brian
Secondhand Time,Svetlana Alexievich
The Sellout,Paul Beatty
The Nose,Nikolai Gogol
The Horse's Mouth,Joyce Cary
Snow Country,Yasunari Kawabata
Death on Credit,Louis-Ferdinand Céline
Gentlemen Prefer Blondes,Anita Loos
Antony And Cleopatra,William Shakespeare
Residence on Earth,Pablo Neruda
A Brief History of Time,Stephen Hawking
Malina,Ingeborg Bachmann
We Have Always Lived in the Castle,Shirley Jackson
The Diaries,Franz Kafka
The Girls of Slender Means,Muriel Spark
Carmen,Prosper Mérimée
Phèdre,Jean Racine
Nathan the Wise,Gotthold Ephraim Lessing
The Bostonians,Henry James
Poems of Federico García Lorca,Federico García Lorca
Mount Analogue,René Daumal
Living,Henry Green
The Kite Runner,Khaled Hosseini
The Demons,Heimito von Doderer
The History of Mr. Polly,H. G. Wells
Cannery Row,John Steinbeck
Mr Norris Changes Trains,Christopher Isherwood
The Inimitable Jeeves,P. G. Wodehouse
The Werewolf Of Paris,Guy Endore
The Passion,Jeanette Winterson
The African Child,Camara Laye
Sula,Toni Morrison
The Heat of the Day,Elizabeth Bowen
Get Shorty,Elmore Leonard
The Death and Life of Great American Cities,Jane Jacobs
"Germany, a Winter Tale",Heinrich Heine
A Writer's Diary,Virginia Woolf
Collected Poems Of Edward Thomas,Edward Thomas
Jesus' Son,Denis Johnson
The Sorrow of Belgium,Hugo Claus
Lenz,Georg Buchner
Eichmann in Jerusalem,Hannah Arendt
The Go-Between,L. P. Hartley
"This Way for the Gas, Ladies and Gentlemen",Tadeusz Borowski
The Phenomenon Of Man,Pierre Teilhard de Chardin
The Enchanted Wanderer,Nikolai Leskov
The Dwarf,Par Lagerkvist
The Epistle To The Romans,Karl Barth
Love in a Cold Climate,Nancy Mitford
The Unwomanly Face Of War,Svetlana Alexievich
The Wapshot Chronicle,John Cheever
Rickshaw Boy,Lao She
Fingersmith,Sarah Waters
Billy Liar,Keith Waterhouse
"Memories, Dreams, Reflections",Carl Jung
The Return of the Soldier,Rebecca West
The Grass Is Singing,Doris May Lessing
The Lonely Londoners,Sam Selvon
The Time of Indifference,Alberto Moravia
"Thank You, Jeeves",P. G. Wodehouse
A Sport and a Pastime,James Salter
The Floating Opera,John Barth
Mont-Saint-Michel and Chartres,Henry Adams
The Master of Ballantrae,Robert Louis Stevenson
Untouchable,Mulk Raj Anand
The Adventures of Peregrine Pickle,Tobias Smollett
How to Win Friends and Influence People,Dale Carnegie
Strait is the Gate,André Gide
Flaubert's Parrot,Julian Barnes
Songs of Innocence and Experience,William Blake
The Twelve Chairs,Ilya Ilf
The Wasp Factory,Iain Banks
The History Of Gil Blas Of Santillana,Alain-René Lesage
The Golden Bough,James George Frazer
A Dry White Season,Andre Brink
The Egyptian,Mika Waltari
Twice-Told Tales,Nathaniel Hawthorne
A Sportsman's Notebook,Ivan Turgenev
Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa
Philoctetes,Sophocles
Ajax,Sophocles
Women of Trachis,Sophocles
The Age of Anxiety,W. H. Auden
Strangers On A Train,Patricia Highsmith
The Travels of Marco Polo,Marco Polo
The Buddha of Suburbia,Hanif Kureishi
Tristan,Gottfried von Strassburg
Lorna Doone,R. D. Blackmore
My Family And Other Animals,Gerald Durrell
Adolphe,Benjamin Constant
The Snow Leopard,Peter Matthiessen
Three Lives,Gertrude Stein
Two Treatises of Government,John Locke
The Woman Warrior,Maxine Hong Kingston
The Last Gentleman,Walker Percy
Journey by Moonlight,Antal Szerb
Sexual Behavior in the Human Male,Alfred C. Kinsey
The Wonderful Adventures of Nils,Selma Lagerlöf
Children of Gebelawi,Naguib Mahfouz
The Hunt for Red October,Tom Clancy
Absolute Beginners,Colin MacInnes
Conjure Wife,Fritz Leiber
Invitation To A Beheading,Vladimir Nabokov
Death and the Dervish,Meša Selimović
Apology,Plato
Eminent Victorians,Lytton Strachey
Double Indemnity,James M. Cain
Lives of the Caesars,Suetonius
As A Man Grows Older,Italo Svevo
Annals,Cornelius Tacitus
The Abolition of Man,C. S. Lewis
Norwegian Wood,Haruki Murakami
The Return of the Native,Thomas Hardy
The Sympathizer,Viet Thanh Nguyen
The Year of the Death of Ricardo Reis,José Saramago
The Heptameron,Marguerite de Navarre
The Unknown Soldier,Väinö Linna
Extinction,Thomas Bernhard
The Laughing Policeman,Maj Sjöwall
Explosion In A Cathedral,Alejo Carpentier
The White Devil,John Webster
Selected Essays of T. S. Eliot,T. S. Eliot
The Painted Bird,Jerzy Kosinski
Prometheus Bound,Aeschylus
Omeros,Derek Walcott
Dialogue Concerning the Two Chief World Systems,Galileo
Essays,Francis Bacon
The Heart of the Matter,Graham Greene
The General of the Dead Army,Ismail Kadare
Nicholas Nickleby,Charles Dickens
Nervous Conditions,Tsitsi Dangarembga
The Spirit Of The Laws,Montesquieu
Fun Home,Alison Bechdel
Jacob the Liar,Jurek Becker
Story of Ferdinand,Munro Leaf
The Works of Moliere,Molière
Dialectic Of Enlightenment,Theodor Adorno
The Days of His Grace,Eyvind Johnson
The Guide,R. K. Narayan
Poetics,Aristotle
Poems,Paul Celan
Collected Poems,Stéphane Mallarmé
The Moving Toyshop,Edmund Crispin
Our Man In Havana,Graham Greene
Kidnapped,Robert Louis Stevenson
What Is To Be Done?,Vladimir Il’ich Lenin
Under Satan's Sun,Georges Bernanos
A General Introduction to Psycho-Analysis,Sigmund Freud
Beast In View,Margaret Millar
The Life Before Us,Romain Gary
The Jungle Book,Rudyard Kipling
The Optimist's Daughter,Eudora Welty
To Each His Own,Leonardo Sciascia
Witness,Whittaker Chambers
The Complete Poetry and Selected Prose of John Donne,John Donne
A Judgement In Stone,Ruth Rendell
The Stories of Raymond Carver,Raymond Carver
Lilith,George MacDonald
The Quest for Community,Robert Nisbet
The Politics,Aristotle
The Dark Is Rising,Susan Cooper
A Boy's Own Story,Edmund White
A Game of Thrones,George R. R. Martin
Murphy,Samuel Beckett
A Legacy,Sybille Bedford
Psycho,Robert Bloch
The Graduate,Charles Webb
The Da Vinci Code,Dan Brown
The Swimming-Pool Library,Alan Hollinghurst
The Hamlet,William Faulkner
Story of the Eye,Georges Bataille
William Tell,Friedrich Schiller
A Kiss Before Dying,Ira Levin
Collected Poems of Dylan Thomas,Dylan Thomas
The Blind Assassin,Margaret Atwood
Exodus,Leon Uris
Illuminations,Arthur Rimbaud
The Making of Americans,Gertrude Stein
The Blue Flower,Penelope Fitzgerald
My Name Is Aram,William Saroyan
The Death of Artemio Cruz,Carlos Fuentes
Jurgen,James Branch Cabell
Jonathan Livingston Seagull,Richard Bach
Fragments,Heraclitus
The Story Of An African Farm,Olive Schreiner
The Last Samurai,Helen DeWitt
True History of the Kelly Gang,Peter Carey
The Female Eunuch,Germaine Greer
Capitalism and Freedom,Milton Friedman
A Canticle for Leibowitz,Walter M. Miller
The Naked Ape,Desmond Morris
Cybernetics,Norbert Wiener
The Franchise Affair,Josephine Tey
The Seven Storey Mountain,Thomas Merton
The Magnificent Ambersons,Booth Tarkington
Nine Coaches Waiting,Mary Stewart
Meditations on First Philosophy,Rene Descartes
Parzival,Wolfram Eschenbach
The Adversary,Emmanuel Carrère
God and Man at Yale,"William F. Buckley, Jr"
My Name is Red,Orhan Pamuk
"Charlie And The Chocolate Factory,",Roald Dahl
The Towers Of Trebizond,Rose Macauley
Orthodoxy,G. K. Chesterton
The Principles of Psychology,William James
Outline,Rachel Cusk
The Interior Castle,Teresa of Avila
Essays of E. B. White,E. B. White
Peter Schlemihl,Adalbert von Chamisso
The President,Miguel Angel Asturias
Tales of the South Pacific,James A. Michener
Hangover Square,Patrick Hamilton
The Invention Of Morel,Adolfo Bioy Casares
Patience And Sarah,Isabel Miller
Winter's Tale,Mark Helprin
The Suppliants,Aeschylus
Seven Against Thebes,Aeschylus
Robert Browning's Poetry,Robert Browning
Selected Poems of Lord Byron,Lord Byron
Matilda,Roald Dahl
The Overstory,Richard Powers
As You Like it,William Shakespeare
Widdershins,G. Oliver Onions
Billy Budd,Herman Melville
The Birds,Aristophanes
Earthly Powers,Anthony Burgess
Six Characters in Search of an Author,Luigi Pirandello
Phenomenology of Mind,G. W. F. Hegel
The Black Prince,Iris Murdoch
Selected Stories of Alice Munro,Alice Munro
Nana,Émile Zola
The Artificial Silk Girl,Irmgard Keun
Mere Christianity,C. S. Lewis
Too Loud A Solitude,Bohumil Hrabal
Ambiguous Adventure,Cheikh Hamidou Kane
Pierre et Jean,Guy de Maupassant
Fantasia,Assia Djebar
The Conservative Mind,Russell Kirk
The Sea of Fertility,Yukio Mishima
The Devil's Elixir,E. T. A. Hoffmann
The Seagull,Anton Chekhov
Long Day's Journey Into Night,Eugene O'Neill
The Seventh Cross,Anna Seghers
Kiss of the Spider Woman,Manuel Puig
The Secret Garden,Frances Hodgson Burnett
The Bone People,Keri Hulme
The Tenant of Wildfell Hall,Anne Brontë
The Fountain Overflows,Rebecca West
Pachinko,Min Jin Lee
Kafka On The Shore,Haruki Murakami
Suttree,Cormac McCarthy
The Heart Of Midlothian,Sir Walter Scott
Lanark,Alasdair Gray
"Roll of Thunder, Hear My Cry",Mildred D. Taylor
Wild Swans,Jung Chang
Poem of the Cid,Unknown
No Exit,Jean Paul Sartre
Sapiens,Yuval Noah Harari
The Sword in the Stone,T. H. White
The Emigrants,W. G. Sebald
Life on the Mississippi,Mark Twain
Karlson On The Roof,Astrid Lindgren
Olive Kitteridge,Elizabeth Strout
The King In Yellow,Robert W. Chambers
Lincoln in the Bardo,George Saunders
The Importance of Being Earnest,Oscar Wilde
Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk
"One, No One and One Hundred Thousand",Luigi Pirandello
Danube,Claudio Magris
The Road to Oxiana,Robert Byron
The Country of the Pointed Firs,Sarah Orne Jewett
The House Of Souls,Arthur Machen
Maus,Art Spiegelman
The Horror Horn And Other Stories,E. F. Benson
Cathedral,Raymond Carver
The True History of the Conquest of New Spain,Bernal Díaz del Castillo
The Road Less Travelled,M. Scott Peck
Édes Anna,Dezső Kosztolányi
The Virginian,Owen Wister
Random Family,Adrian Nicole LeBlanc
Voices from Chernobyl,Svetlana Alexievich
Cosmos,Carl Sagan
Gitanjali,Rabindranath Tagore
Sandman,Neil Gaiman
Speedboat,Renata Adler
The Member Of The Wedding,Carson McCullers
I and Thou,Martin Buber
Light Years,James Salter
The Price Of Salt,Patricia Highsmith
Letters to a Young Poet,Rainer Maria Rilke
A Kestrel for a Knave,Barry Hines
Jean Christophe,Romain Rolland
Rights of Man,Thomas Paine
